
#run equilibration
run_style verlet
run 10000000 #10 ns run
Per MPI rank memory allocation (min/avg/max) = 15.32 | 15.32 | 15.32 Mbytes
Step Temp Volume Press PotEng KinEng Lx E_vdwl E_coul E_bond E_angle E_dihed E_long E_tail E_mol Enthalpy 
       0       298.15        27000    30.446098    43.415768    19.552027           30    6.1316872    55.692677    1.7442747    4.6379628   -24.790834            0            0   -18.408596    74.956473 
     500    325.68458    25929.531    70.535779    65.778585    21.357685    29.598172    12.223366    55.782379    8.1981047    11.364677   -21.789941            0            0   -2.2271601    113.80977 
    1000    283.64815    25302.379   0.56342227     71.28153    18.601028    29.357593    7.0960272    55.217044    10.654599    20.745872   -22.432013            0            0    8.9684584    90.090466 
    1500     274.5702    24259.562   -20.183421    62.734496    18.005715    28.948606    4.4312097    54.834922    10.627748     16.98939   -24.148775            0            0     3.468364      73.5993 
    2000    298.90533    21622.237    218.33601    59.940521     19.60156    27.859086    7.3205607    56.269268    5.7932653    13.735104   -23.177677            0            0   -3.6493078    148.39175 
    2500    243.34272    17458.348   -187.07753    66.610876    15.957885    25.941856    9.6589575    56.625817    8.2433725    16.329818   -24.247089            0            0   0.32610219    34.936558 
    3000    269.17191    13457.064    517.35795    65.849391    17.651707    23.785746    13.412349    56.551769    9.2364023    10.805763   -24.156893            0            0   -4.1147273    185.03646 
    3500    284.90279    10965.514    -187.8827     60.12255    18.683304    22.216535    5.3532415    53.191967     8.363568     16.56416   -23.350387            0            0    1.5773413    48.759508 
    4000    244.49464    9142.2667   -114.07659    61.551441    16.033426    20.909868     5.010749    54.520091    10.121796    12.736668   -20.837862            0            0    2.0206016    62.374968 
    4500    232.63415    7967.7985    678.79819    68.394373    15.255641    19.973129    7.3012114    56.592972    7.3453357    17.012823   -19.857968            0            0    4.5001904    162.52784 
    5000    270.86126    7531.2255   -635.76129    60.150703    17.762492    19.601466    5.2429726    56.445683    7.0920938    15.802673    -24.43272            0            0   -1.5379528    8.0842256 
    5500    291.22637    7084.6277    63.906962    63.251258    19.097991    19.206092     4.746591    57.070288    7.1794005    17.298653   -23.043674            0            0    1.4343795    88.952246 
    6000    392.11317     6911.507   -181.06922    56.931098    25.713927     19.04836    6.5965301    58.377796    8.0099793    11.066085   -27.119293            0            0   -8.0432287    64.393748 
    6500    285.39769    6890.8712    421.67905    55.728694    18.715759    19.029383    8.8999722    55.643739    4.6688606     8.355835   -21.839714            0            0   -8.8150179    116.82163 
    7000    252.89616    7182.1245    463.18768    57.778289    16.584379    19.293794    11.864796    53.712002    4.7086266    9.7115608   -22.218697            0            0     -7.79851    122.87876 
    7500    366.92305    8033.9333    278.35158    65.036899    24.062014    20.028238    5.7529755    55.201167    12.291201    17.244034   -25.452478            0            0    4.0827567    121.71244 
    8000    337.41052    9505.8583    354.87867    65.213395    22.126647     21.18347    10.647128    57.103767    6.8494311    16.116058   -25.502989            0            0   -2.5375001      136.538 
    8500    309.07933    12812.911   -49.360139    58.353403    20.268749    23.400004    6.9546384    56.365599    7.7378564    14.084296   -26.788987            0            0   -4.9668344     69.39856 
    9000    272.92335    16746.107     160.6464    60.563049    17.897718    25.584167    6.8617106    55.818476    7.9094786    13.139167   -23.165783            0            0   -2.1171374     117.6946 
    9500    442.94406    20683.544   -34.973339    61.193883    29.047306    27.449956    6.5528636    54.939294    8.5639011    13.229002   -22.091178            0            0  -0.29827447    79.691542 
   10000    321.88243    23740.821    270.66825    68.000175    21.108349    28.740782    6.1878008    55.284843    11.353074     13.06924   -17.894783            0            0    6.5275313    182.82349 
   10500    286.00501    25741.304   -9.7907728    58.945919    18.755585    29.526378    7.4894661    55.350862    7.2357416    13.162637   -24.292787            0            0   -3.8944083    74.025946 
   11000    295.21355    27905.899   -90.305514    65.288407    19.359462    30.331834    8.4947592    54.581961    9.5322907     15.54873   -22.869334            0            0    2.2116869    47.895429 
   11500    299.58114    28990.564    71.900793    62.093836    19.645879    30.719836    6.7164047    55.897582    10.516967    14.383413    -25.42053            0            0  -0.52015031     112.1392 
   12000     260.8959    31107.346   -115.67901    60.739606    17.108985    31.450024    7.0244675    58.869135     9.957457    9.8117177   -24.923172            0            0   -5.1539973     25.36864 
   12500    298.53863      33762.5   -9.8799475    64.848342    19.577513     32.32051    7.0465631    57.474527    10.081395    15.993907    -25.74805            0            0    0.3272515    79.561053 
   13000    248.07602    38583.221    45.514281    63.461036    16.268285    33.790879    6.9764276    55.059551     8.835895     18.19144   -25.602278            0            0    1.4250568    105.34006 
   13500     214.4547    47099.693   -40.686184    57.565566    14.063472    36.113759    6.2912975    57.674052    7.4149389     11.77967   -25.594393            0            0   -6.3997837    43.681668 
   14000    308.71919    82790.443    78.532448    62.921506    20.245132    43.583965    8.7168262    56.793056    8.9986867    9.7068254   -21.293888            0            0   -2.5883758    177.98779 
   14500    329.36369    132977.87    20.518184    65.725234    21.598953    51.041856    7.0545797    55.038265    12.199547    15.364823   -23.931981            0            0    3.6323892    127.11604 
   15000    394.41061     158315.5   -26.812993    60.407854    25.864588    54.097162    4.7264647    55.448475    9.2347281    11.226194   -20.228007            0            0   0.23291493     24.36475 
   15500    318.07498    167852.99    16.744417    66.786893    20.858664    55.162385    6.0388188    57.191179    6.3911563    11.188249    -14.02251            0            0    3.5568952    128.63528 
   16000    288.83303    168610.11   -24.299742    61.733859    18.941041    55.245199    4.6774214    58.105702    7.4028136    15.148265   -23.600342            0            0   -1.0492639    20.921699 
   16500    254.55848    156666.08    4.0495331    61.753914    16.693391    53.908634    8.8438518    52.973086    10.830323    14.110376   -25.003724            0            0 -0.063024496    87.699734 
   17000    311.35107    131813.68   -29.354949    62.136558    20.417725    50.892465    6.5740316     55.86979    11.266003    14.730611   -26.303878            0            0  -0.30726401     26.12329 
   17500    285.17521    102178.78   -23.122261     65.14388    18.701169    46.750569    6.4188038    58.112104    8.0191579    16.386956   -23.793142            0            0   0.61297153    49.388886 
   18000    373.61479    78584.239    4.5930649    57.284007    24.500844    42.832999    7.5177873    55.048013    7.6895499    13.307772   -26.279115            0            0    -5.281794    87.048827 
   18500    303.76103    63686.045   -101.13266    64.186533    19.919986    39.934485    6.3536956    56.410094    9.7493959    13.482819   -21.809472            0            0    1.4227432    -9.825058 
   19000    359.46787    55151.065   -62.338878    60.562221     23.57312    38.064311    5.4948141    57.907558    12.402637    9.3537277   -24.596517            0            0   -2.8401517    33.994827 
   19500    355.40192    49942.186   -22.085578    63.217791    23.306483     36.82611    6.4699419    54.666605    9.0898541    14.008957   -21.017567            0            0    2.0812439    70.438121 
   20000    447.39561    45953.633    21.890765    66.766503    29.339229    35.818436     7.657769    56.789152    7.8632451    18.452315   -23.995978            0            0    2.3195824    110.77663 
   20500    272.08343    42163.476    25.931403    63.698232    17.842639    34.805307     6.040687    56.129373    10.963325    13.402258   -22.837411            0            0     1.528172    97.486376 
   21000     289.9366    38002.319    189.71789    60.601053     19.01341    33.620438    9.4943933    57.392474    6.1773669    14.485223   -26.948404            0            0   -6.2858137    184.76083 
   21500    391.16571    33979.344   -67.860788    58.558547    25.651795    32.389556    6.9333004    55.704422    7.3060578    8.0404615   -19.425694            0            0   -4.0791748    50.581666 
   22000    213.84741    27856.824    -35.26945    62.225781    14.023647    30.314043    7.1720769    55.867783    11.216456    12.787277   -24.817812            0            0  -0.81407934    61.920748 
   22500    267.81495     18326.08   -298.08858    57.802126    17.562721    26.364722    4.3141683    58.318435    10.778382      5.32803   -20.936889            0            0   -4.8304772    -4.304414 
   23000    329.18207     12752.99   -421.97892    64.559655    21.587043     23.36347    5.0799223    55.990637    11.900204    13.772053   -22.183161            0            0    3.4890958    7.6631428 
   23500    353.18716    10471.876    233.64199    60.301234    23.161245    21.878027    7.1840656    56.233606    10.413644    9.9411372   -23.471218            0            0    -3.116437    119.14465 
   24000    242.49837    9408.4269   -304.34865    60.919473    15.902515    21.110848    7.2553376    54.955027    8.8591036    13.785931   -23.935927            0            0   -1.2908921    35.061622 
   24500    270.76499    8582.0742    782.67355    72.670254    17.756178    20.473751    7.2816549    54.622115    13.623092    16.240214   -19.096823            0            0    10.766484    188.38644 
   25000    442.86089    7996.0542    670.38029    62.365064    29.041852    19.996711    7.6150301    56.241761     7.726966    12.099484   -21.318177            0            0   -1.4917268    169.58281 
   25500    363.16408    7703.5247    363.48263    60.171585    23.815509    19.749821    7.8355216    56.574116    3.8069382    12.825679    -20.87067            0            0   -4.2380523    124.82364 
   26000    293.63805    7245.9737   -59.045189    59.805457    19.256143      19.3508     7.564724    55.834641    8.2197419    12.832802   -24.646452            0            0   -3.5939081    72.821995 
   26500    260.00123    6897.1624    -177.2118    63.219734    17.050314    19.035173    5.9181321    56.455689    8.8905332    13.899232   -21.943852            0            0   0.84591368     62.44466 
   27000    281.74422    5923.1625   -392.82107    60.889187    18.476172    18.093304    6.8532883    55.710457    8.2556138    12.412153   -22.342325            0            0   -1.6745582    45.432198 
   27500    263.26071      4906.57   -117.62253    57.600567    17.264063     16.99258    5.0825007    56.602799    5.8096377    9.9218312   -19.816202            0            0   -4.0847331    66.447881 
   28000    361.12537    3907.9652   -23.799738    63.857876    23.681815    15.751318    6.1625299    57.660226    8.1614302    15.589912   -23.716222            0            0   0.03512009    86.183257 
